"CODE","NAME","POSTCODE","NUMBER_OF_PRACTITIONERS","NUMBER_OF_PATIENTS","latitude","longitude"
"D81606","RIVERPORT MEDICAL PRACTICE","PE27 3ER",14,13561,52.343316,-0.075654
"D81607","SWAVESEY SURGERY","CB24 4RA",5,3287,52.287744,-0.004007
"D81611","FENLAND GROUP PRACTICE","PE15 0GN",23,13019,52.482377,0.17936
"D81612","MILTON SURGERY","CB24 6BL",9,5138,52.241924,0.162445
"D81615","THORPE ROAD","PE3 6AP",7,8801,52.573258,-0.258436
"D81618","AILSWORTH MEDICAL CENTRE","PE5 7AF",6,4247,52.577435,-0.352472
"D81622","TRINITY SURGERY","PE13 3UZ",9,11858,52.6657,0.163907
"D81625","THISTLEMOOR MEDICAL CENTRE","PE1 3HP",18,29368,52.595274,-0.254566
"D81629","WILLOW TREE SURGERY","PE2 5RQ",3,5231,52.54464,-0.303073
"D81630","HAMPTON MEDICAL CENTRE","PE7 8DR",9,10596,52.539024,-0.263624
"D81631","CENTRAL MEDICAL CENTRE","PE1 3BF",7,13791,52.587,-0.245977
"D81633","ACORN SURGERY","PE29 7HN",11,10418,52.345399,-0.175734
"D81637","MONKFIELD MEDICAL PRACTICE","CB23 6HL",22,12270,52.218778,-0.065978
"D81645","THE GRANGE MEDICAL CENTRE","PE3 6HA",2,2910,52.57839,-0.262039
"E82072","THE HEALTH CENTRE PRACTICE","SG8 7BS",9,12131,52.048757,-0.020739
"E82132","ROYSIA SURGERY","SG8 5PT",6,6119,52.058519,-0.021504
"K83017","WANSFORD","PE8 6PL",15,8870,52.578837,-0.421712
"K83023","OUNDLE","PE8 4JA",18,10828,52.485583,-0.472297
"Y00056","CAMBRIDGE ACCESS SURGERY","CB5 8HB",8,695,52.20875,0.138701
"Y00185","CATHEDRAL MEDICAL CENTRE","CB6 1DN",28,11067,52.413145,0.275488
"Y00486","BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE","PE2 9QB",15,7346,52.562595,-0.261557
"Y02769","ST NEOTS HEALTH CENTRE","PE19 1AG",5,6808,52.228966,-0.267116
"D81047","ASHWELL SURGERY","SG7 5PY",9,8068,52.042397,-0.156325
"E82002","WRAFTON HOUSE SURGERY","AL10 0BS",16,9830,51.766269,-0.227021
"E82005","STANMORE MEDICAL GROUP","SG1 3QA",48,36138,51.913274,-0.204612
"E82006","THE LIMES SURGERY","EN11 8EP",25,7851,51.759392,-0.010859
"E82007","HANSCOMBE HOUSE SURGERY","SG14 1JA",15,12114,51.796729,-0.082307
"E82008","THE NEVELLS ROAD SURGERY","SG6 4TS",16,10388,51.980882,-0.22942
"E82018","LISTER HOUSE SURGERY","AL10 0NL",18,13591,51.764574,-0.227126
"E82019","BRIDGE COTTAGE SURGERY","AL6 9EF",27,15569,51.830002,-0.215995
"E82021","MUCH HADHAM HEALTH CENTRE","SG10 6DE",5,6727,51.848734,0.070828
"E82023","BURVILL HOUSE SURGERY","AL10 8HP",16,12119,51.761302,-0.22721
"E82024","LEA WHARF MEDICAL","SG14 1HZ",19,15010,51.796317,-0.081701
"E82035","KNEBWORTH & MARYMEAD PRACTICE","SG3 6ER",19,13228,51.865785,-0.180539
"E82038","THE BUNTINGFORD & PUCKERIDGE MED PRAC.","SG11 1TF",23,9110,51.888296,0.019374
"E82040","PEARTREE LANE SURGERY","AL7 3UJ",25,21096,51.797042,-0.197979
"E82041","THE GARDEN CITY PRACTICE","AL8 6EH",13,11317,51.797151,-0.209287
"E82042","ABBEY ROAD SURGERY","EN8 7LJ",10,9551,51.684417,-0.030102
"E82044","THE PORTMILL SURGERY","SG4 9TH",20,13888,51.948815,-0.274712
"E82053","BANCROFT MEDICAL CENTRE","SG5 1LH",19,18571,51.951529,-0.277038
"E82056","SHEPHALL HEALTH CENTRE","SG2 9QZ",15,8746,51.890799,-0.167642
"E82058","POTTERELLS MEDICAL CENTRE","AL9 7SN",20,17014,51.726922,-0.208602
"E82061","AMWELL SURGERY","EN11 8FG",14,13385,51.759904,-0.013312
"E82062","HALL GROVE GROUP PRACTICE","AL7 4PL",23,15963,51.78932,-0.181801
"E82063","THE MAPLES","EN10 6FD",14,12732,51.723259,-0.030325
"E82067","CHURCH STREET PARTNERSHIP","CM23 2LY",20,16423,51.870231,0.158597
"E82074","SOUTH STREET SURGERY","CM23 3AP",31,22421,51.866761,0.161005
"E82075","REGAL CHAMBERS SURGERY","SG5 1LL",24,12740,51.952833,-0.275902
"E82079","CROMWELL MEDICAL CENTRE","EN7 5DL",9,8636,51.701953,-0.050079
"E82081","CUFFLEY AND GOFFS OAK MEDICAL PRACTICE","EN6 4JA",19,13025,51.708171,-0.113106
"E82082","THE BIRCHWOOD AND SOLLERSHOTT SURGERIES","SG6 4UB",24,12544,51.982498,-0.225089
"E82086","KING GEORGE & MANOR HOUSE SURGERIES","SG1 3HT",26,22180,51.907416,-0.206096
"E82088","HAILEY VIEW SURGERY","EN11 9FF",17,10143,51.776844,-0.015859
"E82089","CHELLS SURGERY","SG2 0HN",12,15205,51.911577,-0.17723
"E82090","PARK LANE SURGERY","EN10 7NQ",17,10631,51.746514,-0.021245
"E82092","DOLPHIN HOUSE SURGERY","SG12 9FT",19,15054,51.811099,-0.033868
"E82093","BEDWELL MEDICAL CENTRE","SG1 1LQ",16,12783,51.904195,-0.183111
"E82099","THE BALDOCK SURGERY","SG7 6BP",22,12869,51.985282,-0.183588
"E82100","CENTRAL SURGERY","CM21 9AQ",20,12711,51.812546,0.147747
"E82102","NEW RIVER HEALTH","SG12 9EF",25,19572,51.812554,-0.033658
"E82104","THE SOLLERSHOTT SURGERY","SG6 3JW",9,5506,51.972342,-0.225998
"E82111","THE SYMONDS GREEN HEALTH CENTRE","SG1 2JW",5,4573,51.913063,-0.221638
"E82115","STOCKWELL LODGE MED.CTR.","EN7 6HL",9,10735,51.713792,-0.055287
"E82121","WATTON PLACE CLINIC","SG14 3SY",2,5011,51.8593,-0.115779
"E82123","WARDEN LODGE MEDICAL PRACTICE","EN8 8NW",16,10203,51.700097,-0.035832
"E82130","THE MEDICAL CENTRE BUNTINGFORD","SG9 9DQ",11,10729,51.949019,-0.02183
"E82133","HIGH STREET SURGERY","EN8 0BX",9,6145,51.708553,-0.037379
"E82626","WHITWELL SURGERY","SG4 8AG",6,2879,51.875838,-0.279032
"E82638","STANHOPE SURGERY","EN8 7DJ",8,6467,51.688002,-0.032073
"E82654","HELIX MEDICAL CENTRE","CM23 5JH",3,7458,51.865482,0.174321
"E82661","THE GARDEN CITY SURGERY","SG6 3BJ",5,8083,51.980407,-0.225344
"Y01924","GARDENS AND JACOBS MEDICAL PARTNERSHIP","CM21 0HH",2,104,51.807096,0.130457
"Y02639","SPRING HOUSE HEALTH","AL7 4HL",11,9384,51.782567,-0.191727
"Y06095","HERTFORDSHIRE SPECIAL ALLOCATION SCHEME","SG5 1DJ",2,15,51.948699,-0.275479
"D83001","CONSTABLE COUNTRY RURAL MEDICAL PRACTICE","CO7 6RT",17,10475,51.977308,1.026258
"D83004","FELIXSTOWE ROAD MEDICAL PRACTICE","IP3 9BN",14,10867,52.047633,1.185105
"D83006","BILDESTON HEALTH CENTRE","IP7 7EX",9,7102,52.104308,0.909575
"D83007","IXWORTH SURGERY","IP31 2HD",14,8937,52.303284,0.831316
"D83008","BURLINGTON PRIMARY CARE","IP1 2EU",18,17399,52.059022,1.144259
"D83015","HOWARD HOUSE SURGERY","IP11 7DD",20,8535,51.96149,1.349626
"D83017","NEEDHAM MARKET COUNTRY PRACTICE","IP6 8EZ",22,14189,52.14621,1.053522
"D83019","MENDLESHAM MEDICAL GROUP","IP14 5SQ",12,7694,52.251697,1.081881
"D83020","THE HOLBROOK AND SHOTLEY PRACTICE","IP9 2QS",15,7993,51.983829,1.158346
"D83024","IVRY STREET MEDICAL PRACTICE","IP1 3QW",19,12451,52.064021,1.148624
"D83026","FRAMLINGHAM SURGERY","IP13 9HA",13,9894,52.227196,1.334264
"D83028","LEISTON SURGERY","IP16 4ES",16,9113,52.207708,1.575953
"D83037","HADLEIGH BOXFORD GROUP PRACTICE","IP7 5DN",25,15771,52.043021,0.953136
"D83041","DEBENHAM GROUP PRACTICE","IP14 6QU",18,9206,52.221975,1.18104
"D83043","EYE HEALTH CENTRE","IP23 7DD",5,6170,52.322516,1.139787
"D83044","STOWHEALTH","IP14 1NL",29,20914,52.194685,0.990419
"D83046","TWO RIVERS MEDICAL CENTRE","IP4 5PB",31,27941,52.060266,1.195518
"D83048","GROVE MEDICAL CENTRE","IP11 9GA",22,16378,51.971947,1.350275
"D83049","LITTLE ST JOHN STREET SURGERY","IP12 1EE",16,7099,52.094049,1.319397
"D83050","CARDINAL MEDICAL PRACTICE","IP1 5EN",24,29893,52.071918,1.131039
"D83051","THE DERBY ROAD PRACTICE","IP3 8DN",23,17829,52.049141,1.181551
"D83053","SAXMUNDHAM HEALTH CENTRE","IP17 1DY",15,9523,52.218243,1.491892
"D83054","THE PENINSULA PRACTICE","IP12 3DA",10,6804,52.0242,1.416876
"D83056","HAWTHORN DRIVE SURGERY","IP2 0QQ",18,9760,52.046395,1.121959
"D83057","FRAMFIELD HOUSE SURGERY","IP12 4FD",19,13672,52.090193,1.308174
"D83059","BARRACK LANE MEDICAL CENTRE","IP1 3NQ",21,19859,52.06038,1.14631
"D83061","WICKHAM MARKET MEDICAL CENTRE","IP13 0SB",13,9840,52.151842,1.363674
"D83069","FRESSINGFIELD MEDICAL CENTRE","IP21 5PJ",6,5995,52.347139,1.311066
"D83073","DR SOLWAY AND DR ROY PRACTICE","IP4 2PZ",9,6197,52.057342,1.16235
"D83074","ORCHARD MEDICAL PRACTICE","IP4 2PZ",18,14214,52.057342,1.16235
"D83079","COMBS FORD SURGERY","IP14 2SY",15,9276,52.18026,0.996035
"D83080","MARTLESHAM SURGERY","IP5 3SL",13,6070,52.061314,1.272068
"D83081","HAVEN HEALTH","IP11 2XD",13,8672,51.96536,1.327039
"D83084","THE BIRCHES MEDICAL CENTRE","IP5 1JF",9,7147,52.062208,1.236033
"Y01794","RAVENSWOOD MEDICAL PRACTICE","IP3 9QJ",16,15296,52.030367,1.199377
"Y06499","ESSEX UNIVERSITY PARTNERSHIP NHS TRUST","IP4 2LA",1,173,52.056458,1.163674
"E82001","ROTHSCHILD HOUSE GROUP","HP23 6PU",46,40815,51.790809,-0.668952
"E82004","HATFIELD ROAD SURGERY","AL1 3FY",4,5253,51.747468,-0.326496
"E82009","LINCOLN HOUSE SURGERY","HP3 9SQ",27,13858,51.737383,-0.469179
"E82012","FAIRBROOK MEDICAL CENTRE","WD6 1PR",21,14682,51.659777,-0.272179
"E82013","BRIDGEWATER SURGERIES","WD18 7QR",36,31622,51.651307,-0.42239
"E82014","LODGE,HIGHFIELD & REDBOURN","AL3 5NP",41,20482,51.759812,-0.341544
"E82015","SUTHERGREY HOUSE MEDICAL CENTRE","WD17 1LS",21,9847,51.660755,-0.400244
"E82017","GARSTON MEDICAL CENTRE","WD25 9GP",10,11556,51.682352,-0.390934
"E82020","CONSULTING ROOMS","WD19 7RU",10,6618,51.625746,-0.390207
"E82022","FERNVILLE SURGERY","HP2 5BL",22,16991,51.754639,-0.471833
"E82027","PARKFIELD MEDICAL CENTRE","EN6 1QH",19,12739,51.695129,-0.179588
"E82031","MALTINGS SURGERY","AL1 3JB",30,18029,51.751851,-0.337918
"E82032","BENNETTS END SURGERY","HP3 9LY",23,16820,51.740935,-0.449954
"E82037","VILLAGE SURGERY","AL5 2BT",18,15533,51.814184,-0.357349
"E82043","SCHOPWICK SURGERY","WD6 3BJ",23,13990,51.645362,-0.299293
"E82045","WATFORD HEALTH CENTRE","WD18 0JP",22,18725,51.656689,-0.401058
"E82046","VINE HOUSE HEALTH CENTRE","WD5 0AJ",13,11806,51.70477,-0.41878
"E82048","THEOBALD MEDICAL CENTRE","WD6 4PT",14,9017,51.661381,-0.285584
"E82049","BALDWINS LANE SURGERY","WD3 3LG",5,3718,51.654076,-0.448705
"E82050","GROVE HILL MEDICAL CENTRE","HP2 6AD",6,4924,51.772315,-0.457357
"E82051","EVEREST HOUSE SURGERY","HP2 4HY",18,14339,51.755442,-0.448848
"E82055","MIDWAY SURGERY","AL2 3JX",16,13294,51.733852,-0.355421
"E82059","GRANGE STREET SURGERY","AL3 5NF",15,10387,51.757298,-0.335878
"E82060","PARKBURY HOUSE SURGERY","AL1 3HD",35,21856,51.756605,-0.334142
"E82064","CHORLEYWOOD HEALTH CENTRE","WD3 5EA",11,6941,51.654714,-0.520415
"E82066","HAVERFIELD SURGERY","WD4 9HA",2,3420,51.712515,-0.452345
"E82068","GADE SURGERY","WD3 7DJ",16,12054,51.636736,-0.481406
"E82069","THE ELMS SURGERY","WD17 4NT",5,7232,51.661642,-0.404224
"E82070","WOODHALL FARM MEDICAL CTR","HP2 7RJ",3,3166,51.78075,-0.437507
"E82071","ELMS MEDICAL PRACTICE","AL5 4QA",20,16550,51.818895,-0.352007
"E82073","MANOR VIEW PRACTICE","WD23 2NN",67,29115,51.645988,-0.374588
"E82077","DAVENPORT HOUSE SURGERY","AL5 4HX",18,12460,51.816177,-0.354549
"E82078","HIGHVIEW MEDICAL CENTRE","EN6 5DA",26,9720,51.69853,-0.174232
"E82083","THE COLNE PRACTICE","WD3 7DJ",16,10365,51.636736,-0.481406
"E82084","HARVEY GROUP PRACTICE","AL3 5HB",24,14323,51.754148,-0.340152
"E82085","THE RED HOUSE GROUP","WD7 7JQ",22,19464,51.68273,-0.317147
"E82091","PARKWOOD SURGERY","HP1 2LD",30,17831,51.755984,-0.495969
"E82094","THE MANOR STREET SURGERY","HP4 2DL",13,11981,51.759768,-0.558947
"E82096","SHEEPCOT MEDICAL CENTRE","WD25 7NL",12,10938,51.695192,-0.412898
"E82098","ANNANDALE MEDICAL CENTRE","EN6 5DA",12,7905,51.69853,-0.174232
"E82105","ABBOTSWOOD MEDICAL CENTRE","WD5 0BT",3,4739,51.700926,-0.403864
"E82106","NEW ROAD SURGERY","WD3 3HD",15,10516,51.648031,-0.447148
"E82107","SUMMERFIELD HEALTH CENTRE","AL2 1PU",15,9128,51.722849,-0.299636
"E82113","VERULAM MEDICAL GROUP","AL2 1ES",6,3952,51.724886,-0.302218
"E82117","THE GROVE MEDICAL CENTRE","WD6 4PR",11,13659,51.65656,-0.27754
"E82124","ATTENBOROUGH SURGERY","WD23 2NN",37,31240,51.645988,-0.374588
"E82129","KINGS LANGLEY SURGERY","WD4 8ET",24,14876,51.713294,-0.44846
"E82640","HIGHFIELD SURGERY","HP2 5TA",2,6610,51.766434,-0.459233
"E82643","ARCHWAY SURGERY","HP3 0HJ",5,2585,51.72275,-0.532167
"E82644","COLERIDGE HOUSE MEDICAL CENTRE","HP2 7PQ",1,2912,51.779127,-0.438549
"E82652","GOSSOMS END SURGERY","HP4 1DL",2,2948,51.764188,-0.577818
"E82655","SOUTH OXHEY SURGERY","WD19 7SF",3,3770,51.625822,-0.389517
"E82657","LITTLE BUSHEY SURGERY","WD23 1EZ",7,6159,51.634683,-0.343887
"Y01165","PATHFINDER PRACTICE","WD19 7SF",6,4330,51.625822,-0.389517
"F81011","KELVEDON & FEERING HEALTH CENTRE","CO5 9AG",12,7454,51.834359,0.697794
"F81014","CHURCH LANE SURGERY","CM7 5SN",16,12132,51.891364,0.557055
"F81020","THE FRESHFORD PRACTICE","CM7 4BQ",9,7593,51.968648,0.454415
"F81022","LONGFIELD MEDICAL CENTRE","CM9 5DF",32,15843,51.729336,0.678834
"F81024","DICKENS PLACE SURGERY","CM1 4UU",25,5206,51.754677,0.445546
"F81030","FERN HOUSE SURGERY","CM8 1BH",15,16611,51.797477,0.637546
"F81040","STOCK SURGERY","CM4 9NF",9,4560,51.665331,0.448768
"F81057","WHITLEY HOUSE SURGERY","CM1 3RW",15,13683,51.726484,0.455749
"F81068","THE ELIZABETH COURTAULD SURGERY","CO9 1EX",19,15954,51.941426,0.638128
"F81071","RIVERMEAD GATE MED.CTR.","CM1 1TR",15,13617,51.740849,0.472887
"F81076","THE TOLLESBURY PRACTICE","CM9 8RG",3,4343,51.758668,0.831636
"F81083","BEAUCHAMP HOUSE","CM2 0DB",15,12032,51.729966,0.476782
"F81087","MOUNT CHAMBERS MEDICAL PRACTICE","CM7 9BY",19,13362,51.879812,0.552722
"F81098","THE WRITTLE SURGERY","CM1 3EH",11,8058,51.73248,0.426548
"F81099","BLACKWATER MEDICAL CENTRE","CM9 5GP",27,12438,51.728379,0.68095
"F81100","BEACON HEALTH GROUP-DANBURY MEDICAL CTR","CM3 4QL",27,25438,51.716669,0.587566
"F81105","LITTLE WALTHAM & GT NOTLEY SURGERY","CM3 3LL",24,20216,51.787586,0.477501
"F81114","BADDOW VILLAGE SURGERY","CM2 7EZ",17,12496,51.719263,0.503562
"F81117","SUTHERLAND LODGE SURGERY","CM2 7PY",11,9877,51.725662,0.482571
"F81119","THE PUMP HOUSE SURGERY","CO6 2SW",9,8053,51.926625,0.695211
"F81122","CHELMER MEDICAL PARTNERSHIP","CM1 4HW",38,27849,51.749313,0.459513
"F81126","BURNHAM SURGERY","CM0 8SJ",14,9219,51.632143,0.814512
"F81130","WILLIAM FISHER MED.CTR.","CM0 7AY",5,6161,51.662829,0.826768
"F81132","BLANDFORD MEDICAL CENTRE","CM7 2AE",13,16971,51.879035,0.540809
"F81149","THE LAURELS SURGERY","CM3 3DX",11,10684,51.758518,0.544165
"F81170","KINGSWAY SURGERY","CM3 5QP",7,13871,51.653143,0.605168
"F81173","DOUGLAS GROVE SURGERY","CM8 1TE",6,6588,51.802287,0.622727
"F81183","THE DENGIE MEDICAL PARTNERSHIP","CM0 7TH",8,5246,51.69335,0.882462
"F81193","WITHAM HEALTH CENTRE","CM8 2UX",6,5947,51.800559,0.642876
"F81635","COLLINGWOOD ROAD SURGERY","CM8 2DZ",3,2400,51.803127,0.638265
"F81665","CHELMER VILLAGE SURGERY","CM2 6ST",8,4757,51.735096,0.505422
"F81674","GREENWOOD AND WYNCROFT SURGERY","CM3 4EY",8,2911,51.693025,0.580933
"F81683","BLYTH'S MEADOW SURGERY","CM7 3JN",8,9601,51.877133,0.56007
"F81730","THE COGGESHALL SURGERY","CO6 1UH",6,6433,51.872936,0.684952
"F81751","THE TRINITY MEDICAL PRACTICE","CM3 6AB",2,4648,51.684982,0.760305
"Y00293","HEDINGHAM MEDICAL CENTRE","CO9 3BY",14,9340,51.990059,0.598962
"Y00589","GREENWOOD SURGERY","CM3 5QP",10,6625,51.653143,0.605168
"Y02611","NORTH CHELMSFORD NHS HCC","CM2 5EF",28,11607,51.750584,0.510815
"Y05023","SILVER END SURGERY","CM8 3RQ",2,4200,51.846483,0.622608
"Y06389","SAS MID AND SOUTH ESSEX STP","SS2 6BB",15,75,51.543836,0.708177
"F81012","WEST MERSEA SURGERY","CO5 8RA",14,7623,51.778305,0.919339
"F81017","WALTON MEDICAL CENTRE","CO14 8PA",11,8341,51.849961,1.2713
"F81019","MAYFLOWER MEDICAL CENTRE","CO12 4EX",19,17390,51.933436,1.260654
"F81021","GREAT BENTLEY SURGERY","CO7 8PJ",14,10195,51.855108,1.063741
"F81026","CARADOC SURGERY","CO13 9JT",14,7600,51.837605,1.244095
"F81028","WIVENHOE SURGERY","CO7 9BA",9,8755,51.856059,0.961234
"F81037","EAST LYNNE MEDICAL CENTRE","CO15 3PP",11,8458,51.791434,1.151229
"F81042","COLCHESTER MEDICAL PRACTICE","CO1 2QS",35,38247,51.890029,0.909325
"F81044","THE ARDLEIGH SURGERY","CO7 7LD",13,7452,51.927073,0.985096
"F81052","ST. JAMES SURGERY","CO15 1DA",17,14124,51.787326,1.147433
"F81067","AMBROSE AVENUE GROUP PRACTICE","CO3 4LN",23,16039,51.88063,0.862797
"F81069","WINSTREE MEDICAL PRACTICE","CO3 0PZ",6,7461,51.884038,0.841809
"F81091","EAST HILL SURGERY","CO1 2RW",10,9151,51.890029,0.909325
"F81095","ABBEY FIELD MEDICAL CENTRE","CO2 7UW",22,18971,51.877487,0.898575
"F81115","CREFFIELD MEDICAL GROUP","CO2 7GH",36,28453,51.881819,0.892518
"F81116","COLNE MEDICAL CENTRE","CO7 0DT",19,10888,51.809863,1.021508
"F81133","TIPTREE MEDICAL CENTRE","CO5 0HB",21,11938,51.81024,0.751241
"F81141","ROWHEDGE SURGERY","CO5 7HP",18,16288,51.85767,0.945058
"F81156","RANWORTH SURGERY","CO15 1NJ",8,9024,51.79169,1.14971
"F81212","OLD ROAD SURGERY","CO15 3AU",6,9433,51.795466,1.148421
"F81213","THORPE SURGERY","CO16 0EA",6,8027,51.857976,1.161634
"F81221","FRONKS RD FAMILY SURGERY","CO12 3RS",4,4779,51.932309,1.27275
"F81606","HAREWOOD SURGERY","CO12 5AD",3,2871,51.905893,1.192902
"F81633","LAWFORD SURGERY","CO11 2HD",3,4092,51.940643,1.049676
"F81636","MILL ROAD SURGERY","CO4 5LE",17,15396,51.912436,0.896057
"F81679","HIGHWOODS SURGERY","CO4 9SR",8,7376,51.911087,0.918233
"F81681","CLACTON COMMUNITY PRACTICES","CO15 2NB",23,15673,51.780622,1.117893
"F81716","TOLLGATE HEALTH CENTRE","CO3 8NZ",6,8510,51.885674,0.829166
"F81741","NORTH CLACTON MEDICAL PRACTICE","CO15 4TN",8,11359,51.818131,1.162631
"F81746","BLUEBELL SURGERY","CO4 9YN",8,4034,51.916473,0.921899
"F81757","THE RIVERSIDE HEALTH CTR","CO11 1AA",11,6466,51.945725,1.060732
"Y02646","TURNER ROAD SURGERY","CO4 5JR",25,10168,51.906851,0.902967
"F81010","AVELEY MEDICAL CENTRE","RM15 4AD",17,12443,51.49852,0.257536
"F81082","THE RIGG-MILNER MEDICAL CENTRE","RM18 8SD",8,4902,51.48007,0.415644
"F81088","SOUTHEND ROAD SURGERY","SS17 8HD",6,2887,51.526952,0.439549
"F81110","TILBURY HEALTH CENTRE","RM18 8EB",14,12005,51.460987,0.36622
"F81113","CHAFFORD HUNDRED MEDICAL CENTRE","RM16 6RS",10,14895,51.490115,0.303997
"F81134","PEARTREE SURGERY & WEST HORNDON SURGERY","RM15 6PR",9,8034,51.524057,0.296556
"F81137","ORSETT SURGERY","RM16 3ET",12,7540,51.511049,0.366406
"F81153","HASSENGATE MEDICAL CENTRE","SS17 0PH",20,12442,51.519317,0.427407
"F81155","BALFOUR MEDICAL CENTRE","RM17 5NS",7,5647,51.486275,0.338028
"F81177","DR DESHPANDE AM PRACTICE","SS17 0BY",4,4200,51.513843,0.426902
"F81192","STIFFORD CLAYS MEDICAL CENTRE","RM16 2AP",15,9908,51.497621,0.329172
"F81197","SANCTA MARIA MEDICAL CENTRE","RM15 5SZ",3,2587,51.507882,0.284011
"F81198","HORNDON-ON-THE-HILL SURGERY","SS17 8LB",4,2708,51.523749,0.405746
"F81206","COMMONWEALTH HEALTH CENTRE","RM18 7RB",8,5683,51.463094,0.363076
"F81211","DR YADAVA N PRACTICE","RM17 6SP",8,5401,51.476821,0.333253
"F81218","THE GRAYS SURGERY","RM17 6HU",6,2772,51.47509,0.322566
"F81219","DELL MEDICAL CENTRE","RM17 5HB",8,4620,51.480258,0.328114
"F81623","KADIM PRIMECARE MEDICAL CENTRE","RM17 6DB",3,2469,51.479903,0.330602
"F81632","DR YASIN SA PRACTICE","RM15 5LP",4,3967,51.508244,0.282862
"F81641","MILTON ROAD SURGERY","RM17 5EZ",10,3159,51.479879,0.325949
"F81652","MEDIC HOUSE","RM18 7RJ",5,4392,51.462932,0.362131
"F81669","DERRY COURT MEDICAL PRACTICE","RM15 5GN",4,6884,51.50931,0.281244
"F81697","DR DEVARAJA VC PRACTICE","SS17 7DZ",6,3072,51.520015,0.44359
"F81708","SAI MEDICAL CENTRE","RM18 7QA",5,10610,51.461739,0.357491
"Y00033","PURFLEET CARE CENTRE","RM19 1SX",5,6310,51.489743,0.235437
"Y00999","ODDFELLOWS HALL & ST CLEMENTS","RM17 5JY",6,11758,51.480703,0.327906
"Y02807","THURROCK HEALTH CENTRE","RM17 6NB",12,12806,51.477404,0.323317
"F81004","THE EDEN SURGERIES","CM22 7EH",14,9804,51.815207,0.20556
"F81009","THE GOLD STREET SURGERY","CB10 1EJ",15,10713,52.021716,0.240471
"F81015","CROCUS MEDICAL PRACTICE","CB11 3HY",19,13050,52.0236,0.256305
"F81027","LISTER MEDICAL CENTRE","CM18 6YJ",25,20227,51.754515,0.090365
"F81034","NEWPORT SURGERY","CB11 3PY",13,8932,51.982816,0.208995
"F81043","THE LIMES MEDICAL CENTRE","CM16 6TL",25,19267,51.706179,0.123958
"F81047","THE HAMILTON PRACTICE","CM18 6LY",17,10971,51.757005,0.114548
"F81048","LOUGHTON HEALTH CENTRE","IG10 1HW",17,10770,51.648863,0.054942
"F81049","ONGAR HEALTH CENTRE","CM5 0AL",20,12382,51.716938,0.246278
"F81053","PEACOCK SURGERY","CM24 8XG",20,11591,51.902094,0.200188
"F81056","OLD HARLOW HEALTH CENTRE","CM17 0AX",16,9898,51.784038,0.134039
"F81062","CHIGWELL MEDICAL CENTRE","IG6 2TA",13,8805,51.60551,0.083876
"F81072","HIGH STREET SURGERY, EPPING","CM16 4DA",9,7319,51.700812,0.113402
"F81078","CHURCH LANGLEY MEDICAL PRACTICE","CM17 9TG",19,12034,51.767477,0.132734
"F81090","ANGEL LANE SURGERY","CM6 1AQ",14,10913,51.871967,0.362574
"F81106","THE ROSS PRACTICE","CM18 6LY",13,10151,51.757005,0.114548
"F81111","ELSENHAM SURGERY","CM22 6LA",5,6852,51.915574,0.228389
"F81118","JOHN TASKER HOUSE SURGERY","CM6 1BH",20,14907,51.870137,0.363263
"F81120","NUFFIELD HOUSE HEALTH CENTRE","CM20 3AX",14,13025,51.774439,0.112828
"F81131","THAXTED SURGERY","CM6 2QN",12,8443,51.95519,0.343457
"F81136","THE LOUGHTON SURGERY","IG10 1SZ",20,12666,51.648837,0.060378
"F81152","FOREST PRACTICE","IG10 2NH",15,11742,51.654789,0.075235
"F81165","PALMERSTON ROAD SURGERY","IG9 5LT",9,4715,51.626871,0.044819
"F81169","KINGS MEDICAL CENTRE","IG9 5LP",9,7777,51.626229,0.042926
"F81181","ADDISON HOUSE - HAQUE PRACTICE","CM20 1DS",13,22291,51.770891,0.088979
"F81184","ABRIDGE SURGERY","RM4 1UH",8,4074,51.653631,0.12458
"F81216","THE RIVER SURGERY","IG9 6BN",9,4422,51.628794,0.051595
"F81619","SYDENHAM HOUSE SURGERY","CM20 3NT",5,3594,51.769226,0.112194
"F81725","MAYNARD COURT SURGERY","EN9 3DU",8,8872,51.685605,0.020165
"F81749","MARKET SQUARE SURGERY","EN9 1NP",5,13860,51.685326,0.002008
"Y07016","SAS WEST ESSEX COMMISCEO PCS LIMITED","SS2 6BB",2,13,51.543836,0.708177
"D83003","WICKHAMBROOK SURGERY","CB8 8XU",10,5164,52.171291,0.547488
"D83005","ANGEL HILL SURGERY","IP33 1LU",22,13834,52.2442,0.715741
"D83012","UNITY HEALTHCARE","CB9 8LU",32,18072,52.076372,0.427017
"D83013","THE GUILDHALL AND BARROW SURGERY","IP33 1ET",21,12324,52.245395,0.715023
"D83014","THE LONG MELFORD PRACTICE","CO10 9EP",14,9139,52.076471,0.720724
"D83018","MARKET CROSS SURGERY","IP28 7EG",25,12754,52.343506,0.510146
"D83021","HAVERHILL FAMILY PRACTICE","CB9 8HF",15,16725,52.082556,0.434301
"D83027","ORCHARD HOUSE SURGERY","CB8 8NU",18,11625,52.246025,0.405855
"D83029","THE ROOKERY MEDICAL CENTRE","CB8 8NW",25,14017,52.245158,0.405573
"D83033","BOTESDALE HEALTH CENTRE","IP22 1DW",19,9443,52.344298,1.006031
"D83038","MOUNT FARM SURGERY","IP32 7EW",17,14538,52.245214,0.742641
