"","CODE","NAME","POSTCODE","Number_of_Practitioners","NUMBER_OF_PATIENTS"
"1563","D81047","ASHWELL SURGERY","SG7 5PY",9,8068
"1564","E82002","WRAFTON HOUSE SURGERY","AL10 0BS",16,9830
"1565","E82005","STANMORE MEDICAL GROUP","SG1 3QA",48,36138
"1566","E82006","THE LIMES SURGERY","EN11 8EP",25,7851
"1567","E82007","HANSCOMBE HOUSE SURGERY","SG14 1JA",15,12114
"1568","E82008","THE NEVELLS ROAD SURGERY","SG6 4TS",16,10388
"1569","E82018","LISTER HOUSE SURGERY","AL10 0NL",18,13591
"1570","E82019","BRIDGE COTTAGE SURGERY","AL6 9EF",27,15569
"1571","E82021","MUCH HADHAM HEALTH CENTRE","SG10 6DE",5,6727
"1572","E82023","BURVILL HOUSE SURGERY","AL10 8HP",16,12119
"1573","E82024","LEA WHARF MEDICAL","SG14 1HZ",19,15010
"1574","E82035","KNEBWORTH & MARYMEAD PRACTICE","SG3 6ER",19,13228
"1575","E82038","THE BUNTINGFORD & PUCKERIDGE MED PRAC.","SG11 1TF",23,9110
"1576","E82040","PEARTREE LANE SURGERY","AL7 3UJ",25,21096
"1577","E82041","THE GARDEN CITY PRACTICE","AL8 6EH",13,11317
"1578","E82042","ABBEY ROAD SURGERY","EN8 7LJ",10,9551
"1579","E82044","THE PORTMILL SURGERY","SG4 9TH",20,13888
"1580","E82053","BANCROFT MEDICAL CENTRE","SG5 1LH",19,18571
"1581","E82056","SHEPHALL HEALTH CENTRE","SG2 9QZ",15,8746
"1582","E82058","POTTERELLS MEDICAL CENTRE","AL9 7SN",20,17014
"1583","E82061","AMWELL SURGERY","EN11 8FG",14,13385
"1584","E82062","HALL GROVE GROUP PRACTICE","AL7 4PL",23,15963
"1585","E82063","THE MAPLES","EN10 6FD",14,12732
"1586","E82067","CHURCH STREET PARTNERSHIP","CM23 2LY",20,16423
"1587","E82074","SOUTH STREET SURGERY","CM23 3AP",31,22421
"1588","E82075","REGAL CHAMBERS SURGERY","SG5 1LL",24,12740
"1589","E82079","CROMWELL MEDICAL CENTRE","EN7 5DL",9,8636
"1590","E82081","CUFFLEY AND GOFFS OAK MEDICAL PRACTICE","EN6 4JA",19,13025
"1591","E82082","THE BIRCHWOOD AND SOLLERSHOTT SURGERIES","SG6 4UB",24,12544
"1592","E82086","KING GEORGE & MANOR HOUSE SURGERIES","SG1 3HT",26,22180
"1593","E82088","HAILEY VIEW SURGERY","EN11 9FF",17,10143
"1594","E82089","CHELLS SURGERY","SG2 0HN",12,15205
"1595","E82090","PARK LANE SURGERY","EN10 7NQ",17,10631
"1596","E82092","DOLPHIN HOUSE SURGERY","SG12 9FT",19,15054
"1597","E82093","BEDWELL MEDICAL CENTRE","SG1 1LQ",16,12783
"1598","E82099","THE BALDOCK SURGERY","SG7 6BP",22,12869
"1599","E82100","CENTRAL SURGERY","CM21 9AQ",20,12711
"1600","E82102","NEW RIVER HEALTH","SG12 9EF",25,19572
"1601","E82104","THE SOLLERSHOTT SURGERY","SG6 3JW",9,5506
"1602","E82111","THE SYMONDS GREEN HEALTH CENTRE","SG1 2JW",5,4573
"1603","E82115","STOCKWELL LODGE MED.CTR.","EN7 6HL",9,10735
"1604","E82121","WATTON PLACE CLINIC","SG14 3SY",2,5011
"1605","E82123","WARDEN LODGE MEDICAL PRACTICE","EN8 8NW",16,10203
"1606","E82130","THE MEDICAL CENTRE BUNTINGFORD","SG9 9DQ",11,10729
"1607","E82133","HIGH STREET SURGERY","EN8 0BX",9,6145
"1608","E82626","WHITWELL SURGERY","SG4 8AG",6,2879
"1609","E82638","STANHOPE SURGERY","EN8 7DJ",8,6467
"1610","E82654","HELIX MEDICAL CENTRE","CM23 5JH",3,7458
"1611","E82661","THE GARDEN CITY SURGERY","SG6 3BJ",5,8083
"1612","Y01924","GARDENS AND JACOBS MEDICAL PARTNERSHIP","CM21 0HH",2,104
"1613","Y02639","SPRING HOUSE HEALTH","AL7 4HL",11,9384
"1614","Y06095","HERTFORDSHIRE SPECIAL ALLOCATION SCHEME","SG5 1DJ",2,15
"1615","D83001","CONSTABLE COUNTRY RURAL MEDICAL PRACTICE","CO7 6RT",17,10475
"1616","D83004","FELIXSTOWE ROAD MEDICAL PRACTICE","IP3 9BN",14,10867
"1617","D83006","BILDESTON HEALTH CENTRE","IP7 7EX",9,7102
"1618","D83007","IXWORTH SURGERY","IP31 2HD",14,8937
"1619","D83008","BURLINGTON PRIMARY CARE","IP1 2EU",18,17399
"1620","D83015","HOWARD HOUSE SURGERY","IP11 7DD",20,8535
"1621","D83017","NEEDHAM MARKET COUNTRY PRACTICE","IP6 8EZ",22,14189
"1622","D83019","MENDLESHAM MEDICAL GROUP","IP14 5SQ",12,7694
"1623","D83020","THE HOLBROOK AND SHOTLEY PRACTICE","IP9 2QS",15,7993
"1624","D83024","IVRY STREET MEDICAL PRACTICE","IP1 3QW",19,12451
"1625","D83026","FRAMLINGHAM SURGERY","IP13 9HA",13,9894
"1626","D83028","LEISTON SURGERY","IP16 4ES",16,9113
"1627","D83037","HADLEIGH BOXFORD GROUP PRACTICE","IP7 5DN",25,15771
"1628","D83041","DEBENHAM GROUP PRACTICE","IP14 6QU",18,9206
"1629","D83043","EYE HEALTH CENTRE","IP23 7DD",5,6170
"1630","D83044","STOWHEALTH","IP14 1NL",29,20914
"1631","D83046","TWO RIVERS MEDICAL CENTRE","IP4 5PB",31,27941
"1632","D83048","GROVE MEDICAL CENTRE","IP11 9GA",22,16378
"1633","D83049","LITTLE ST JOHN STREET SURGERY","IP12 1EE",16,7099
"1634","D83050","CARDINAL MEDICAL PRACTICE","IP1 5EN",24,29893
"1635","D83051","THE DERBY ROAD PRACTICE","IP3 8DN",23,17829
"1636","D83053","SAXMUNDHAM HEALTH CENTRE","IP17 1DY",15,9523
"1637","D83054","THE PENINSULA PRACTICE","IP12 3DA",10,6804
"1638","D83056","HAWTHORN DRIVE SURGERY","IP2 0QQ",18,9760
"1639","D83057","FRAMFIELD HOUSE SURGERY","IP12 4FD",19,13672
"1640","D83059","BARRACK LANE MEDICAL CENTRE","IP1 3NQ",21,19859
"1641","D83061","WICKHAM MARKET MEDICAL CENTRE","IP13 0SB",13,9840
"1642","D83069","FRESSINGFIELD MEDICAL CENTRE","IP21 5PJ",6,5995
"1643","D83073","DR SOLWAY AND DR ROY PRACTICE","IP4 2PZ",9,6197
"1644","D83074","ORCHARD MEDICAL PRACTICE","IP4 2PZ",18,14214
"1645","D83079","COMBS FORD SURGERY","IP14 2SY",15,9276
"1646","D83080","MARTLESHAM SURGERY","IP5 3SL",13,6070
"1647","D83081","HAVEN HEALTH","IP11 2XD",13,8672
"1648","D83084","THE BIRCHES MEDICAL CENTRE","IP5 1JF",9,7147
"1649","Y01794","RAVENSWOOD MEDICAL PRACTICE","IP3 9QJ",16,15296
"1650","Y06499","ESSEX UNIVERSITY PARTNERSHIP NHS TRUST","IP4 2LA",1,173
"1651","E82001","ROTHSCHILD HOUSE GROUP","HP23 6PU",46,40815
"1652","E82004","HATFIELD ROAD SURGERY","AL1 3FY",4,5253
"1653","E82009","LINCOLN HOUSE SURGERY","HP3 9SQ",27,13858
"1654","E82012","FAIRBROOK MEDICAL CENTRE","WD6 1PR",21,14682
"1655","E82013","BRIDGEWATER SURGERIES","WD18 7QR",36,31622
"1656","E82014","LODGE,HIGHFIELD & REDBOURN","AL3 5NP",41,20482
"1657","E82015","SUTHERGREY HOUSE MEDICAL CENTRE","WD17 1LS",21,9847
"1658","E82017","GARSTON MEDICAL CENTRE","WD25 9GP",10,11556
"1659","E82020","CONSULTING ROOMS","WD19 7RU",10,6618
"1660","E82022","FERNVILLE SURGERY","HP2 5BL",22,16991
"1661","E82027","PARKFIELD MEDICAL CENTRE","EN6 1QH",19,12739
"1662","E82031","MALTINGS SURGERY","AL1 3JB",30,18029
"1663","E82032","BENNETTS END SURGERY","HP3 9LY",23,16820
"1664","E82037","VILLAGE SURGERY","AL5 2BT",18,15533
"1665","E82043","SCHOPWICK SURGERY","WD6 3BJ",23,13990
"1666","E82045","WATFORD HEALTH CENTRE","WD18 0JP",22,18725
"1667","E82046","VINE HOUSE HEALTH CENTRE","WD5 0AJ",13,11806
"1668","E82048","THEOBALD MEDICAL CENTRE","WD6 4PT",14,9017
"1669","E82049","BALDWINS LANE SURGERY","WD3 3LG",5,3718
"1670","E82050","GROVE HILL MEDICAL CENTRE","HP2 6AD",6,4924
"1671","E82051","EVEREST HOUSE SURGERY","HP2 4HY",18,14339
"1672","E82055","MIDWAY SURGERY","AL2 3JX",16,13294
"1673","E82059","GRANGE STREET SURGERY","AL3 5NF",15,10387
"1674","E82060","PARKBURY HOUSE SURGERY","AL1 3HD",35,21856
"1675","E82064","CHORLEYWOOD HEALTH CENTRE","WD3 5EA",11,6941
"1676","E82066","HAVERFIELD SURGERY","WD4 9HA",2,3420
"1677","E82068","GADE SURGERY","WD3 7DJ",16,12054
"1678","E82069","THE ELMS SURGERY","WD17 4NT",5,7232
"1679","E82070","WOODHALL FARM MEDICAL CTR","HP2 7RJ",3,3166
"1680","E82071","ELMS MEDICAL PRACTICE","AL5 4QA",20,16550
"1681","E82073","MANOR VIEW PRACTICE","WD23 2NN",67,29115
"1682","E82077","DAVENPORT HOUSE SURGERY","AL5 4HX",18,12460
"1683","E82078","HIGHVIEW MEDICAL CENTRE","EN6 5DA",26,9720
"1684","E82083","THE COLNE PRACTICE","WD3 7DJ",16,10365
"1685","E82084","HARVEY GROUP PRACTICE","AL3 5HB",24,14323
"1686","E82085","THE RED HOUSE GROUP","WD7 7JQ",22,19464
"1687","E82091","PARKWOOD SURGERY","HP1 2LD",30,17831
"1688","E82094","THE MANOR STREET SURGERY","HP4 2DL",13,11981
"1689","E82096","SHEEPCOT MEDICAL CENTRE","WD25 7NL",12,10938
"1690","E82098","ANNANDALE MEDICAL CENTRE","EN6 5DA",12,7905
"1691","E82105","ABBOTSWOOD MEDICAL CENTRE","WD5 0BT",3,4739
"1692","E82106","NEW ROAD SURGERY","WD3 3HD",15,10516
"1693","E82107","SUMMERFIELD HEALTH CENTRE","AL2 1PU",15,9128
"1694","E82113","VERULAM MEDICAL GROUP","AL2 1ES",6,3952
"1695","E82117","THE GROVE MEDICAL CENTRE","WD6 4PR",11,13659
"1696","E82124","ATTENBOROUGH SURGERY","WD23 2NN",37,31240
"1697","E82129","KINGS LANGLEY SURGERY","WD4 8ET",24,14876
"1698","E82640","HIGHFIELD SURGERY","HP2 5TA",2,6610
"1699","E82643","ARCHWAY SURGERY","HP3 0HJ",5,2585
"1700","E82644","COLERIDGE HOUSE MEDICAL CENTRE","HP2 7PQ",1,2912
"1701","E82652","GOSSOMS END SURGERY","HP4 1DL",2,2948
"1702","E82655","SOUTH OXHEY SURGERY","WD19 7SF",3,3770
"1703","E82657","LITTLE BUSHEY SURGERY","WD23 1EZ",7,6159
"1704","Y01165","PATHFINDER PRACTICE","WD19 7SF",6,4330
"1705","F81011","KELVEDON & FEERING HEALTH CENTRE","CO5 9AG",12,7454
"1706","F81014","CHURCH LANE SURGERY","CM7 5SN",16,12132
"1707","F81020","THE FRESHFORD PRACTICE","CM7 4BQ",9,7593
"1708","F81022","LONGFIELD MEDICAL CENTRE","CM9 5DF",32,15843
"1709","F81024","DICKENS PLACE SURGERY","CM1 4UU",25,5206
"1710","F81030","FERN HOUSE SURGERY","CM8 1BH",15,16611
"1711","F81040","STOCK SURGERY","CM4 9NF",9,4560
"1712","F81057","WHITLEY HOUSE SURGERY","CM1 3RW",15,13683
"1713","F81068","THE ELIZABETH COURTAULD SURGERY","CO9 1EX",19,15954
"1714","F81071","RIVERMEAD GATE MED.CTR.","CM1 1TR",15,13617
"1715","F81076","THE TOLLESBURY PRACTICE","CM9 8RG",3,4343
"1716","F81083","BEAUCHAMP HOUSE","CM2 0DB",15,12032
"1717","F81087","MOUNT CHAMBERS MEDICAL PRACTICE","CM7 9BY",19,13362
"1718","F81098","THE WRITTLE SURGERY","CM1 3EH",11,8058
"1719","F81099","BLACKWATER MEDICAL CENTRE","CM9 5GP",27,12438
"1720","F81100","BEACON HEALTH GROUP-DANBURY MEDICAL CTR","CM3 4QL",27,25438
"1721","F81105","LITTLE WALTHAM & GT NOTLEY SURGERY","CM3 3LL",24,20216
"1722","F81114","BADDOW VILLAGE SURGERY","CM2 7EZ",17,12496
"1723","F81117","SUTHERLAND LODGE SURGERY","CM2 7PY",11,9877
"1724","F81119","THE PUMP HOUSE SURGERY","CO6 2SW",9,8053
"1725","F81122","CHELMER MEDICAL PARTNERSHIP","CM1 4HW",38,27849
"1726","F81126","BURNHAM SURGERY","CM0 8SJ",14,9219
"1727","F81130","WILLIAM FISHER MED.CTR.","CM0 7AY",5,6161
"1728","F81132","BLANDFORD MEDICAL CENTRE","CM7 2AE",13,16971
"1729","F81149","THE LAURELS SURGERY","CM3 3DX",11,10684
"1730","F81170","KINGSWAY SURGERY","CM3 5QP",7,13871
"1731","F81173","DOUGLAS GROVE SURGERY","CM8 1TE",6,6588
"1732","F81183","THE DENGIE MEDICAL PARTNERSHIP","CM0 7TH",8,5246
"1733","F81193","WITHAM HEALTH CENTRE","CM8 2UX",6,5947
"1734","F81635","COLLINGWOOD ROAD SURGERY","CM8 2DZ",3,2400
"1735","F81665","CHELMER VILLAGE SURGERY","CM2 6ST",8,4757
"1736","F81674","GREENWOOD AND WYNCROFT SURGERY","CM3 4EY",8,2911
"1737","F81683","BLYTH'S MEADOW SURGERY","CM7 3JN",8,9601
"1738","F81730","THE COGGESHALL SURGERY","CO6 1UH",6,6433
"1739","F81751","THE TRINITY MEDICAL PRACTICE","CM3 6AB",2,4648
"1740","Y00293","HEDINGHAM MEDICAL CENTRE","CO9 3BY",14,9340
"1741","Y00589","GREENWOOD SURGERY","CM3 5QP",10,6625
"1742","Y02611","NORTH CHELMSFORD NHS HCC","CM2 5EF",28,11607
"1743","Y05023","SILVER END SURGERY","CM8 3RQ",2,4200
"1744","Y06389","SAS MID AND SOUTH ESSEX STP","SS2 6BB",15,75
"1745","F81012","WEST MERSEA SURGERY","CO5 8RA",14,7623
"1746","F81017","WALTON MEDICAL CENTRE","CO14 8PA",11,8341
"1747","F81019","MAYFLOWER MEDICAL CENTRE","CO12 4EX",19,17390
"1748","F81021","GREAT BENTLEY SURGERY","CO7 8PJ",14,10195
"1749","F81026","CARADOC SURGERY","CO13 9JT",14,7600
"1750","F81028","WIVENHOE SURGERY","CO7 9BA",9,8755
"1751","F81037","EAST LYNNE MEDICAL CENTRE","CO15 3PP",11,8458
"1752","F81042","COLCHESTER MEDICAL PRACTICE","CO1 2QS",35,38247
"1753","F81044","THE ARDLEIGH SURGERY","CO7 7LD",13,7452
"1754","F81052","ST. JAMES SURGERY","CO15 1DA",17,14124
"1755","F81067","AMBROSE AVENUE GROUP PRACTICE","CO3 4LN",23,16039
"1756","F81069","WINSTREE MEDICAL PRACTICE","CO3 0PZ",6,7461
"1757","F81091","EAST HILL SURGERY","CO1 2RW",10,9151
"1758","F81095","ABBEY FIELD MEDICAL CENTRE","CO2 7UW",22,18971
"1759","F81115","CREFFIELD MEDICAL GROUP","CO2 7GH",36,28453
"1760","F81116","COLNE MEDICAL CENTRE","CO7 0DT",19,10888
"1761","F81133","TIPTREE MEDICAL CENTRE","CO5 0HB",21,11938
"1762","F81141","ROWHEDGE SURGERY","CO5 7HP",18,16288
"1763","F81156","RANWORTH SURGERY","CO15 1NJ",8,9024
"1764","F81212","OLD ROAD SURGERY","CO15 3AU",6,9433
"1765","F81213","THORPE SURGERY","CO16 0EA",6,8027
"1766","F81221","FRONKS RD FAMILY SURGERY","CO12 3RS",4,4779
"1767","F81606","HAREWOOD SURGERY","CO12 5AD",3,2871
"1768","F81633","LAWFORD SURGERY","CO11 2HD",3,4092
"1769","F81636","MILL ROAD SURGERY","CO4 5LE",17,15396
"1770","F81679","HIGHWOODS SURGERY","CO4 9SR",8,7376
"1771","F81681","CLACTON COMMUNITY PRACTICES","CO15 2NB",23,15673
"1772","F81716","TOLLGATE HEALTH CENTRE","CO3 8NZ",6,8510
"1773","F81741","NORTH CLACTON MEDICAL PRACTICE","CO15 4TN",8,11359
"1774","F81746","BLUEBELL SURGERY","CO4 9YN",8,4034
"1775","F81757","THE RIVERSIDE HEALTH CTR","CO11 1AA",11,6466
"1776","Y02646","TURNER ROAD SURGERY","CO4 5JR",25,10168
"1777","F81010","AVELEY MEDICAL CENTRE","RM15 4AD",17,12443
"1778","F81082","THE RIGG-MILNER MEDICAL CENTRE","RM18 8SD",8,4902
"1779","F81088","SOUTHEND ROAD SURGERY","SS17 8HD",6,2887
"1780","F81110","TILBURY HEALTH CENTRE","RM18 8EB",14,12005
"1781","F81113","CHAFFORD HUNDRED MEDICAL CENTRE","RM16 6RS",10,14895
"1782","F81134","PEARTREE SURGERY & WEST HORNDON SURGERY","RM15 6PR",9,8034
"1783","F81137","ORSETT SURGERY","RM16 3ET",12,7540
"1784","F81153","HASSENGATE MEDICAL CENTRE","SS17 0PH",20,12442
"1785","F81155","BALFOUR MEDICAL CENTRE","RM17 5NS",7,5647
"1786","F81177","DR DESHPANDE AM PRACTICE","SS17 0BY",4,4200
"1787","F81192","STIFFORD CLAYS MEDICAL CENTRE","RM16 2AP",15,9908
"1788","F81197","SANCTA MARIA MEDICAL CENTRE","RM15 5SZ",3,2587
"1789","F81198","HORNDON-ON-THE-HILL SURGERY","SS17 8LB",4,2708
"1790","F81206","COMMONWEALTH HEALTH CENTRE","RM18 7RB",8,5683
"1791","F81211","DR YADAVA N PRACTICE","RM17 6SP",8,5401
"1792","F81218","THE GRAYS SURGERY","RM17 6HU",6,2772
"1793","F81219","DELL MEDICAL CENTRE","RM17 5HB",8,4620
"1794","F81623","KADIM PRIMECARE MEDICAL CENTRE","RM17 6DB",3,2469
"1795","F81632","DR YASIN SA PRACTICE","RM15 5LP",4,3967
"1796","F81641","MILTON ROAD SURGERY","RM17 5EZ",10,3159
"1797","F81652","MEDIC HOUSE","RM18 7RJ",5,4392
"1798","F81669","DERRY COURT MEDICAL PRACTICE","RM15 5GN",4,6884
"1799","F81697","DR DEVARAJA VC PRACTICE","SS17 7DZ",6,3072
"1800","F81708","SAI MEDICAL CENTRE","RM18 7QA",5,10610
"1801","Y00033","PURFLEET CARE CENTRE","RM19 1SX",5,6310
"1802","Y00999","ODDFELLOWS HALL & ST CLEMENTS","RM17 5JY",6,11758
"1803","Y02807","THURROCK HEALTH CENTRE","RM17 6NB",12,12806
"1804","F81004","THE EDEN SURGERIES","CM22 7EH",14,9804
"1805","F81009","THE GOLD STREET SURGERY","CB10 1EJ",15,10713
"1806","F81015","CROCUS MEDICAL PRACTICE","CB11 3HY",19,13050
"1807","F81027","LISTER MEDICAL CENTRE","CM18 6YJ",25,20227
"1808","F81034","NEWPORT SURGERY","CB11 3PY",13,8932
"1809","F81043","THE LIMES MEDICAL CENTRE","CM16 6TL",25,19267
"1810","F81047","THE HAMILTON PRACTICE","CM18 6LY",17,10971
"1811","F81048","LOUGHTON HEALTH CENTRE","IG10 1HW",17,10770
"1812","F81049","ONGAR HEALTH CENTRE","CM5 0AL",20,12382
"1813","F81053","PEACOCK SURGERY","CM24 8XG",20,11591
"1814","F81056","OLD HARLOW HEALTH CENTRE","CM17 0AX",16,9898
"1815","F81062","CHIGWELL MEDICAL CENTRE","IG6 2TA",13,8805
"1816","F81072","HIGH STREET SURGERY, EPPING","CM16 4DA",9,7319
"1817","F81078","CHURCH LANGLEY MEDICAL PRACTICE","CM17 9TG",19,12034
"1818","F81090","ANGEL LANE SURGERY","CM6 1AQ",14,10913
"1819","F81106","THE ROSS PRACTICE","CM18 6LY",13,10151
"1820","F81111","ELSENHAM SURGERY","CM22 6LA",5,6852
"1821","F81118","JOHN TASKER HOUSE SURGERY","CM6 1BH",20,14907
"1822","F81120","NUFFIELD HOUSE HEALTH CENTRE","CM20 3AX",14,13025
"1823","F81131","THAXTED SURGERY","CM6 2QN",12,8443
"1824","F81136","THE LOUGHTON SURGERY","IG10 1SZ",20,12666
"1825","F81152","FOREST PRACTICE","IG10 2NH",15,11742
"1826","F81165","PALMERSTON ROAD SURGERY","IG9 5LT",9,4715
"1827","F81169","KINGS MEDICAL CENTRE","IG9 5LP",9,7777
"1828","F81181","ADDISON HOUSE - HAQUE PRACTICE","CM20 1DS",13,22291
"1829","F81184","ABRIDGE SURGERY","RM4 1UH",8,4074
"1830","F81216","THE RIVER SURGERY","IG9 6BN",9,4422
"1831","F81619","SYDENHAM HOUSE SURGERY","CM20 3NT",5,3594
"1832","F81725","MAYNARD COURT SURGERY","EN9 3DU",8,8872
"1833","F81749","MARKET SQUARE SURGERY","EN9 1NP",5,13860
"1834","Y07016","SAS WEST ESSEX COMMISCEO PCS LIMITED","SS2 6BB",2,13
"1835","D83003","WICKHAMBROOK SURGERY","CB8 8XU",10,5164
"1836","D83005","ANGEL HILL SURGERY","IP33 1LU",22,13834
"1837","D83012","UNITY HEALTHCARE","CB9 8LU",32,18072
"1838","D83013","THE GUILDHALL AND BARROW SURGERY","IP33 1ET",21,12324
"1839","D83014","THE LONG MELFORD PRACTICE","CO10 9EP",14,9139
"1840","D83018","MARKET CROSS SURGERY","IP28 7EG",25,12754
"1841","D83021","HAVERHILL FAMILY PRACTICE","CB9 8HF",15,16725
"1842","D83027","ORCHARD HOUSE SURGERY","CB8 8NU",18,11625
"1843","D83029","THE ROOKERY MEDICAL CENTRE","CB8 8NW",25,14017
"1844","D83033","BOTESDALE HEALTH CENTRE","IP22 1DW",19,9443
"1845","D83038","MOUNT FARM SURGERY","IP32 7EW",17,14538
"1846","D83040","VICTORIA SURGERY","IP33 3BB",15,10841
"1847","D83045","LAKENHEATH SURGERY","IP27 9EP",9,5269
"1848","D83055","WOOLPIT HEALTH CENTRE","IP30 9QU",22,14842
"1849","D83060","HARDWICKE HOUSE GROUP PRACTICE","CO10 2AY",27,24138
"1850","D83062","FOREST SURGERY","IP27 0BU",27,7656
"1851","D83064","GLEMSFORD SURGERY","CO10 7RF",8,4836
"1852","D83067","OAKFIELD SURGERY","CB8 7JG",15,7290
"1853","D83070","STANTON SURGERY","IP31 2XA",7,5280
"1854","D83075","SIAM SURGERY","CO10 2DZ",9,10716
"1855","D83076","CLARE GUILDHALL SURGERY","CO10 8NY",7,5363
"1856","D83078","THE REYNARD SURGERY","IP28 8LB",10,9494
"1857","D83610","SWAN SURGERY","IP33 1AE",22,12847
"1858","Y00774","BRANDON MEDICAL PRACTICE","IP27 0AQ",10,5333
"1859","G81001","HOVE MEDICAL CENTRE","BN3 8LD",15,9107
"1860","G81006","ARDINGLY COURT SURGERY","BN2 1SS",10,6679
"1861","G81011","ST. PETER'S MEDICAL CENTRE","BN1 4LA",23,19353
"1862","G81014","CARDEN SURGERY","BN1 8DD",13,7941
"1863","G81018","PRESTON PARK SURGERY","BN1 6DP",18,11752
"1864","G81028","PARK CRESCENT HEALTH CENTRE","BN2 3HP",13,12593
"1865","G81034","CHARTER MEDICAL CENTRE","BN3 1RF",28,28593
"1866","G81036","WARMDENE SURGERY","BN1 8DD",9,9172
"1867","G81038","STANFORD MEDICAL CENTRE","BN1 6AG",24,18158
"1868","G81042","BEACONSFIELD MEDICAL PRACTICE","BN1 6AG",21,13893
"1869","G81044","MONTPELIER SURGERY","BN1 3FS",11,6430
"1870","G81046","PORTSLADE HEALTH CENTRE","BN41 1LX",22,11810
"1871","G81047","SEVEN DIALS MEDICAL CENTRE","BN1 3JJ",10,7038
"1872","G81054","PAVILION SURGERY","BN1 1EJ",18,9920
"1873","G81065","WOODINGDEAN MEDICAL CENTRE","BN2 6BA",19,9108
"1874","G81070","TRINITY MEDICAL CENTRE","BN3 3AT",30,23343
"1875","G81071","UNIVERSITY OF SUSSEX HEALTH CENTRE","BN1 9RW",10,21441
"1876","G81073","MILE OAK MEDICAL CENTRE","BN41 2WF",26,8269
"1877","G81075","THE AVENUE SURGERY","BN2 4GF",16,7365
"1878","G81076","SALTDEAN AND ROTTINGDEAN MED PRACTICE","BN2 8BU",15,10558
"1879","G81083","WISH PARK SURGERY","BN3 5JA",12,7429
"1880","G81613","SCHOOL HOUSE SURGERY","BN1 7GF",4,5518
"1881","G81638","WELLBN HEALTHCARE","BN3 1AE",24,17109
"1882","G81646","THE HAVEN PRACTICE","BN1 6HE",4,2565
"1883","G81656","REGENCY SURGERY","BN1 1FZ",11,5284
"1884","G81663","LINKS ROAD SURGERY","BN41 1XH",10,5473
"1885","G81667","ST LUKE'S SURGERY","BN2 8BU",3,2013
"1886","G81669","BROADWAY SURGERY","BN2 5FL",3,2482
"1887","G81680","BENFIELD VALLEY HEALTHCARE HUB","BN41 1XR",10,6875
"1888","G81689","ARCH HEALTHCARE","BN2 9DH",8,1370
"1889","G81694","SHIP STREET SURGERY","BN1 1AE",5,3235
"1890","Y02676","BRIGHTON STATION HEALTH CENTRE","BN1 3XE",6,9736
"1891","Y06007","WELLSBOURNE HEALTHCARE CIC","BN2 5FL",10,7321
"1892","K84001","THE HART SURGERY","RG9 2DR",16,10636
"1893","K84002","DIDCOT HEALTH CENTRE PRACTICE","OX11 7JH",25,18668
"1894","K84003","ISLIP SURGERY","OX5 2TQ",13,6234
"1895","K84004","DONNINGTON MEDICAL PARTNERSHIP","OX4 4DH",28,12945
"1896","K84006","EYNSHAM MEDICAL GROUP","OX29 4QB",38,15168
"1897","K84007","TEMPLE COWLEY HEALTH CENTRE","OX4 2HL",19,8270
"1898","K84008","CHALGROVE & WATLINGTON SURGERIES","OX49 5AF",15,7136
"1899","K84009","HEDENA HEALTH","OX3 9JA",42,29133
"1900","K84010","BAMPTON SURGERY","OX18 2LJ",16,8856
"1901","K84011","SUMMERTOWN HEALTH CENTRE","OX2 7BS",28,18359
"1902","K84013","ST BARTHOLOMEWS & HOLLOW WAY MED CENTRE","OX4 1XB",35,20729
"1903","K84014","MORLAND HOUSE SURGERY","OX33 1YJ",23,11153
"1904","K84015","NETTLEBED SURGERY","RG9 5AJ",9,4267
"1905","K84016","BEAUMONT ELMS PRACTICE","OX1 2NA",30,16914
"1906","K84017","WINDRUSH MEDICAL PRACTICE","OX28 6JS",34,19514
"1907","K84019","NEWBURY STREET PRACTICE","OX12 9BN",22,15660
"1908","K84020","SONNING COMMON HEALTH CTR","RG4 9SW",26,9843
"1909","K84021","BANBURY ROAD MEDICAL CENTRE","OX2 7BT",16,10010
"1910","K84023","BERINSFIELD HEALTH CENTRE","OX10 7NE",16,5182
"1911","K84024","WINDRUSH SURGERY","OX16 9SA",16,8670
"1912","K84025","BOTLEY MEDICAL CENTRE","OX2 9JS",10,14207
"1913","K84026","OBSERVATORY MEDICAL PRACTICE","OX2 6NW",19,11884
"1914","K84027","MALTHOUSE SURGERY","OX14 3JY",25,17224
"1915","K84028","BANBURY CROSS HEALTH CENTRE","OX16 9AD",39,40507
"1916","K84030","CHIPPING NORTON HEALTH CENTRE","OX7 5FA",27,15834
"1917","K84031","THE LEYS HEALTH CENTRE","OX4 7EX",29,11077
"1918","K84032","BARTLEMAS SURGERY","OX4 1XD",20,9280
"1919","K84033","CHURCH STREET PRACTICE","OX12 9BN",22,16531
"1920","K84034","CLIFTON HAMPDEN SURGERY","OX14 3EL",11,3353
"1921","K84035","THE BELL SURGERY","RG9 2DR",21,9819
"1922","K84036","MILL STREAM SURGERY","OX10 6RL",11,5878
"1923","K84037","WALLINGFORD MEDICAL PRACTICE","OX10 9DU",24,17415
"1924","K84038","MONTGOMERY HOUSE SURGERY","OX26 6HT",26,16629
"1925","K84041","MARCHAM RD FAMILY HEALTH CENTRE","OX14 1BT",19,12245
"1926","K84042","WOODSTOCK SURGERY","OX20 1UB",15,9282
